propose|0|0|430|5
propose|0|0|720|2
propose|0|0|810|10
propose|0|0|760|2
propose|0|0|540|2
propose|0|0|690|5
propose|0|0|210|8
propose|0|0|710|10
propose|0|0|380|10
propose|0|0|570|7
propose|0|0|360|4
propose|0|0|120|8
propose|0|0|840|4
propose|0|0|80|3
propose|0|0|50|3
propose|0|0|780|6
propose|0|0|510|3
propose|0|0|90|2
propose|0|0|310|8
propose|0|0|180|2
propose|0|0|600|8
propose|0|0|70|2
propose|0|0|560|8
propose|0|0|140|1
propose|0|0|340|10
propose|0|0|410|1
propose|0|0|40|6
propose|0|0|310|2
propose|0|0|640|3
propose|0|0|100|8
propose|0|0|760|8
propose|0|0|670|7
propose|0|0|170|10
propose|0|0|120|7
propose|0|0|560|8
propose|0|0|830|1
propose|0|0|310|2
propose|0|0|640|6
propose|0|0|360|1
propose|0|0|260|1
propose|0|0|710|3
propose|0|0|280|5
propose|0|0|70|9
propose|0|0|70|6
propose|0|0|560|8
propose|0|0|950|1
propose|0|0|470|2
propose|0|0|320|10
propose|0|0|480|3
propose|0|0|240|9
propose|0|0|620|2
propose|0|0|460|10
propose|0|0|730|1
propose|0|0|150|9
propose|0|0|90|1
propose|0|0|30|1
propose|0|0|750|10
propose|0|0|930|6
propose|0|0|530|2
propose|0|0|970|2
propose|0|0|930|4
propose|0|0|640|10
propose|0|0|100|9
propose|0|0|340|4
propose|0|0|800|6
propose|0|0|910|6
propose|0|0|470|5
propose|0|0|50|7
propose|0|0|920|1
propose|0|0|80|6
propose|0|0|190|8
propose|0|0|640|4
propose|0|0|710|10
propose|0|0|100|6
propose|0|0|590|9
propose|0|0|230|8
propose|0|0|470|7
propose|0|0|230|1
propose|0|0|700|8
propose|0|0|30|9
propose|0|0|500|10
propose|0|0|470|9
propose|0|0|360|9
propose|0|0|700|10
propose|0|0|380|8
propose|0|0|160|10
propose|0|0|480|10
propose|0|0|780|7
propose|0|0|10|5
propose|0|0|890|2
propose|0|0|860|9
propose|0|0|590|9
propose|0|0|830|1
propose|0|0|190|7
propose|0|0|850|3
propose|0|0|750|7
propose|0|0|970|3
propose|0|0|390|8
propose|0|0|850|4
propose|0|0|280|4
propose|0|0|360|3
propose|0|0|80|1
propose|0|0|50|7
propose|0|0|480|3
propose|0|0|630|7
propose|0|0|370|6
propose|0|0|520|10
propose|0|0|450|3
propose|0|0|720|6
propose|0|0|230|8
propose|0|0|650|2
propose|0|0|800|5
propose|0|0|80|6
propose|0|0|200|10
propose|0|0|210|5
propose|0|0|600|4
propose|0|0|160|9
propose|1|1|170|1
propose|1|1|766|1
propose|1|1|404|10
propose|1|1|381|2
propose|1|1|475|5
propose|1|1|390|3
propose|1|1|830|9
propose|1|1|523|3
propose|1|1|112|4
propose|1|1|696|9
propose|1|1|639|4
propose|1|1|405|9
propose|1|1|470|7
propose|1|1|422|1
