abrupt_deceleration|5|3|5|very_abrupt|75|bus
abrupt_deceleration|17|10|17|abrupt|75|bus
abrupt_deceleration|23|18|23|abrupt|76|bus
abrupt_deceleration|31|26|31|abrupt|77|bus
abrupt_deceleration|39|34|39|abrupt|78|bus
abrupt_deceleration|48|44|48|abrupt|79|bus
abrupt_deceleration|53|51|53|abrupt|79|bus
abrupt_deceleration|65|63|65|very_abrupt|80|bus
abrupt_deceleration|71|66|71|very_abrupt|81|bus
abrupt_deceleration|81|76|81|abrupt|82|bus
abrupt_deceleration|89|83|89|abrupt|83|bus
abrupt_deceleration|94|92|94|very_abrupt|83|bus
abrupt_deceleration|103|101|103|very_abrupt|84|bus
abrupt_deceleration|108|106|108|very_abrupt|85|bus
abrupt_deceleration|119|115|119|very_abrupt|86|bus
abrupt_deceleration|129|124|129|abrupt|87|bus
abrupt_deceleration|134|132|134|abrupt|87|bus
abrupt_deceleration|144|140|144|abrupt|88|bus
abrupt_deceleration|151|149|151|abrupt|89|bus
abrupt_deceleration|159|154|159|abrupt|90|bus
abrupt_deceleration|169|167|169|abrupt|91|bus
abrupt_deceleration|176|172|176|very_abrupt|91|bus
abrupt_deceleration|185|180|185|abrupt|92|bus
abrupt_deceleration|193|190|193|very_abrupt|93|bus
abrupt_deceleration|199|196|199|very_abrupt|94|bus
abrupt_deceleration|209|207|209|abrupt|95|bus
abrupt_deceleration|215|212|215|abrupt|95|bus
abrupt_deceleration|225|219|225|abrupt|96|bus
abrupt_deceleration|230|227|230|very_abrupt|97|bus
abrupt_deceleration|241|239|241|very_abrupt|98|bus
abrupt_deceleration|247|244|247|very_abrupt|99|bus
abrupt_deceleration|256|254|256|very_abrupt|99|bus
abrupt_deceleration|261|259|261|very_abrupt|100|bus
abrupt_deceleration|272|269|272|very_abrupt|101|bus
abrupt_deceleration|277|275|277|very_abrupt|102|bus
abrupt_deceleration|288|283|288|abrupt|103|bus
abrupt_deceleration|297|291|297|very_abrupt|103|bus
abrupt_deceleration|304|298|304|very_abrupt|104|bus
abrupt_deceleration|312|307|312|very_abrupt|105|bus
abrupt_deceleration|318|315|318|abrupt|106|bus
abrupt_deceleration|326|322|326|abrupt|107|bus
abrupt_deceleration|335|333|335|abrupt|107|bus
abrupt_deceleration|343|341|343|very_abrupt|108|bus
abrupt_deceleration|352|347|352|abrupt|109|bus
abrupt_deceleration|361|359|361|very_abrupt|110|bus
abrupt_deceleration|369|367|369|very_abrupt|111|bus
abrupt_deceleration|376|372|376|abrupt|111|bus
abrupt_deceleration|384|382|384|very_abrupt|112|bus
abrupt_deceleration|393|390|393|very_abrupt|113|bus
abrupt_deceleration|401|396|401|abrupt|114|bus
abrupt_deceleration|407|404|407|abrupt|115|bus
abrupt_deceleration|414|410|414|very_abrupt|115|bus
abrupt_deceleration|425|422|425|very_abrupt|116|bus
abrupt_deceleration|429|427|429|very_abrupt|117|bus
abrupt_deceleration|440|434|440|very_abrupt|118|bus
abrupt_deceleration|449|446|449|very_abrupt|119|bus
abrupt_deceleration|456|451|456|abrupt|119|bus
abrupt_deceleration|464|462|464|abrupt|120|bus
abrupt_deceleration|473|466|473|very_abrupt|121|bus
abrupt_deceleration|479|474|479|abrupt|122|bus
abrupt_deceleration|487|484|487|very_abrupt|123|bus
abrupt_deceleration|493|490|493|abrupt|123|bus
abrupt_deceleration|504|502|504|very_abrupt|124|bus
abrupt_deceleration|511|508|511|abrupt|125|bus
abrupt_deceleration|521|515|521|abrupt|126|bus
abrupt_deceleration|529|525|529|abrupt|127|bus
abrupt_deceleration|535|533|535|abrupt|127|bus
abrupt_deceleration|545|538|545|very_abrupt|128|bus
abrupt_deceleration|553|550|553|abrupt|129|bus
abrupt_deceleration|556|554|556|abrupt|130|bus
abrupt_deceleration|569|567|569|very_abrupt|131|bus
abrupt_deceleration|575|570|575|abrupt|131|bus
abrupt_deceleration|583|581|583|very_abrupt|132|bus
abrupt_deceleration|591|588|591|abrupt|133|bus
abrupt_deceleration|601|599|601|very_abrupt|134|bus
abrupt_deceleration|609|602|609|very_abrupt|135|bus
abrupt_deceleration|612|610|612|very_abrupt|135|bus
abrupt_deceleration|625|621|625|abrupt|136|bus
abrupt_deceleration|630|627|630|abrupt|137|bus
abrupt_deceleration|641|639|641|abrupt|138|bus
abrupt_deceleration|647|644|647|abrupt|139|bus
abrupt_deceleration|654|651|654|very_abrupt|139|bus
abrupt_deceleration|662|659|662|very_abrupt|140|bus
abrupt_deceleration|672|667|672|abrupt|141|bus
abrupt_deceleration|679|676|679|very_abrupt|142|bus
abrupt_deceleration|689|685|689|abrupt|143|bus
abrupt_deceleration|697|690|697|abrupt|143|bus
abrupt_deceleration|705|703|705|abrupt|144|bus
abrupt_deceleration|713|711|713|very_abrupt|145|bus
abrupt_deceleration|718|714|718|very_abrupt|146|bus
abrupt_deceleration|728|724|728|abrupt|147|bus
abrupt_deceleration|733|731|733|abrupt|147|bus
abrupt_deceleration|744|740|744|abrupt|148|bus
abrupt_deceleration|752|746|752|abrupt|149|bus
abrupt_deceleration|758|756|758|abrupt|150|bus
abrupt_deceleration|768|764|768|very_abrupt|151|bus
abrupt_deceleration|776|770|776|very_abrupt|151|bus
abrupt_deceleration|784|780|784|very_abrupt|152|bus
abrupt_deceleration|793|790|793|very_abrupt|153|bus
abrupt_deceleration|800|794|800|very_abrupt|154|bus
abrupt_deceleration|806|803|806|abrupt|155|bus
abrupt_deceleration|815|813|815|abrupt|155|bus
abrupt_deceleration|820|818|820|very_abrupt|156|bus
abrupt_deceleration|829|826|829|abrupt|157|bus
abrupt_deceleration|841|838|841|abrupt|158|bus
abrupt_deceleration|845|843|845|abrupt|159|bus
abrupt_deceleration|856|851|856|very_abrupt|159|bus
abrupt_deceleration|865|863|865|very_abrupt|160|bus
abrupt_deceleration|873|871|873|very_abrupt|161|bus
abrupt_deceleration|878|876|878|very_abrupt|162|bus
abrupt_deceleration|886|883|886|abrupt|163|bus
