internal_temperature_change|4|4|75|bus|warm
internal_temperature_change|17|17|75|bus|cold
internal_temperature_change|18|18|76|bus|normal
internal_temperature_change|28|28|77|bus|very_warm
internal_temperature_change|40|40|78|bus|very_warm
internal_temperature_change|44|44|79|bus|normal
internal_temperature_change|57|57|79|bus|very_warm
internal_temperature_change|64|64|80|bus|warm
internal_temperature_change|73|73|81|bus|normal
internal_temperature_change|76|76|82|bus|cold
internal_temperature_change|85|85|83|bus|warm
internal_temperature_change|95|95|83|bus|very_cold
internal_temperature_change|102|102|84|bus|warm
internal_temperature_change|112|112|85|bus|very_warm
internal_temperature_change|116|116|86|bus|very_warm
internal_temperature_change|123|123|87|bus|very_cold
internal_temperature_change|135|135|87|bus|very_cold
internal_temperature_change|141|141|88|bus|very_warm
internal_temperature_change|153|153|89|bus|very_warm
internal_temperature_change|154|154|90|bus|very_warm
internal_temperature_change|164|164|91|bus|cold
internal_temperature_change|170|170|91|bus|very_cold
internal_temperature_change|178|178|92|bus|cold
internal_temperature_change|191|191|93|bus|very_cold
internal_temperature_change|197|197|94|bus|cold
internal_temperature_change|203|203|95|bus|warm
internal_temperature_change|215|215|95|bus|warm
internal_temperature_change|219|219|96|bus|normal
internal_temperature_change|228|228|97|bus|very_cold
internal_temperature_change|239|239|98|bus|very_warm
internal_temperature_change|249|249|99|bus|warm
internal_temperature_change|252|252|99|bus|very_cold
internal_temperature_change|258|258|100|bus|very_cold
internal_temperature_change|270|270|101|bus|very_cold
internal_temperature_change|278|278|102|bus|very_warm
internal_temperature_change|282|282|103|bus|very_warm
internal_temperature_change|297|297|103|bus|very_warm
internal_temperature_change|305|305|104|bus|warm
internal_temperature_change|308|308|105|bus|cold
internal_temperature_change|315|315|106|bus|cold
internal_temperature_change|327|327|107|bus|warm
internal_temperature_change|333|333|107|bus|very_warm
internal_temperature_change|342|342|108|bus|very_cold
internal_temperature_change|347|347|109|bus|very_cold
internal_temperature_change|356|356|110|bus|cold
internal_temperature_change|364|364|111|bus|warm
internal_temperature_change|373|373|111|bus|very_cold
internal_temperature_change|382|382|112|bus|cold
internal_temperature_change|392|392|113|bus|very_warm
internal_temperature_change|395|395|114|bus|normal
internal_temperature_change|403|403|115|bus|normal
internal_temperature_change|413|413|115|bus|cold
internal_temperature_change|419|419|116|bus|normal
internal_temperature_change|432|432|117|bus|cold
internal_temperature_change|440|440|118|bus|very_warm
internal_temperature_change|442|442|119|bus|very_warm
internal_temperature_change|452|452|119|bus|normal
internal_temperature_change|462|462|120|bus|very_cold
internal_temperature_change|468|468|121|bus|warm
internal_temperature_change|480|480|122|bus|very_cold
internal_temperature_change|484|484|123|bus|very_warm
internal_temperature_change|495|495|123|bus|very_cold
internal_temperature_change|498|498|124|bus|very_warm
internal_temperature_change|508|508|125|bus|cold
internal_temperature_change|520|520|126|bus|very_cold
internal_temperature_change|529|529|127|bus|warm
internal_temperature_change|536|536|127|bus|warm
internal_temperature_change|539|539|128|bus|very_cold
internal_temperature_change|546|546|129|bus|very_cold
internal_temperature_change|557|557|130|bus|very_cold
internal_temperature_change|567|567|131|bus|very_cold
internal_temperature_change|574|574|131|bus|very_cold
internal_temperature_change|585|585|132|bus|cold
internal_temperature_change|593|593|133|bus|very_warm
internal_temperature_change|599|599|134|bus|very_warm
internal_temperature_change|603|603|135|bus|normal
internal_temperature_change|610|610|135|bus|warm
internal_temperature_change|622|622|136|bus|cold
internal_temperature_change|628|628|137|bus|very_warm
internal_temperature_change|638|638|138|bus|warm
internal_temperature_change|649|649|139|bus|warm
internal_temperature_change|655|655|139|bus|very_warm
internal_temperature_change|664|664|140|bus|very_warm
internal_temperature_change|668|668|141|bus|very_cold
internal_temperature_change|681|681|142|bus|warm
internal_temperature_change|685|685|143|bus|warm
internal_temperature_change|693|693|143|bus|very_cold
internal_temperature_change|702|702|144|bus|normal
internal_temperature_change|706|706|145|bus|warm
internal_temperature_change|714|714|146|bus|cold
internal_temperature_change|723|723|147|bus|cold
internal_temperature_change|732|732|147|bus|cold
internal_temperature_change|739|739|148|bus|normal
internal_temperature_change|753|753|149|bus|warm
internal_temperature_change|755|755|150|bus|very_warm
internal_temperature_change|769|769|151|bus|very_cold
internal_temperature_change|770|770|151|bus|normal
internal_temperature_change|781|781|152|bus|cold
internal_temperature_change|792|792|153|bus|warm
internal_temperature_change|799|799|154|bus|cold
internal_temperature_change|803|803|155|bus|warm
internal_temperature_change|811|811|155|bus|normal
internal_temperature_change|818|818|156|bus|normal
internal_temperature_change|827|827|157|bus|very_warm
internal_temperature_change|838|838|158|bus|warm
internal_temperature_change|845|845|159|bus|warm
internal_temperature_change|852|852|159|bus|warm
internal_temperature_change|865|865|160|bus|normal
internal_temperature_change|868|868|161|bus|warm
internal_temperature_change|875|875|162|bus|very_warm
internal_temperature_change|882|882|163|bus|very_cold
internal_temperature_change|893|893|163|bus|very_cold
internal_temperature_change|902|902|164|bus|cold
internal_temperature_change|910|910|165|bus|very_cold
internal_temperature_change|916|916|166|bus|warm
internal_temperature_change|926|926|167|bus|normal
internal_temperature_change|935|935|167|bus|normal
internal_temperature_change|944|944|168|bus|cold
internal_temperature_change|949|949|169|bus|warm
internal_temperature_change|954|954|170|bus|normal
internal_temperature_change|968|968|171|bus|very_cold
internal_temperature_change|973|973|171|bus|normal
internal_temperature_change|983|983|172|bus|very_warm
internal_temperature_change|986|986|173|bus|cold
internal_temperature_change|995|995|174|bus|cold
internal_temperature_change|1006|1006|75|bus|normal
internal_temperature_change|1011|1011|75|bus|warm
internal_temperature_change|1023|1023|76|bus|normal
internal_temperature_change|1033|1033|77|bus|normal
internal_temperature_change|1040|1040|78|bus|normal
internal_temperature_change|1042|1042|79|bus|very_warm
internal_temperature_change|1053|1053|79|bus|very_warm
internal_temperature_change|1059|1059|80|bus|very_warm
internal_temperature_change|1069|1069|81|bus|very_warm
internal_temperature_change|1077|1077|82|bus|very_warm
internal_temperature_change|1085|1085|83|bus|warm
internal_temperature_change|1097|1097|83|bus|very_warm
internal_temperature_change|1100|1100|84|bus|very_cold
internal_temperature_change|1112|1112|85|bus|very_warm
internal_temperature_change|1117|1117|86|bus|warm
internal_temperature_change|1128|1128|87|bus|very_cold
internal_temperature_change|1130|1130|87|bus|warm
internal_temperature_change|1145|1145|88|bus|very_cold
internal_temperature_change|1146|1146|89|bus|cold
internal_temperature_change|1155|1155|90|bus|very_warm
internal_temperature_change|1164|1164|91|bus|very_cold
internal_temperature_change|1173|1173|91|bus|very_warm
internal_temperature_change|1178|1178|92|bus|very_warm
internal_temperature_change|1193|1193|93|bus|warm
internal_temperature_change|1195|1195|94|bus|very_cold
internal_temperature_change|1208|1208|95|bus|very_warm
internal_temperature_change|1213|1213|95|bus|normal
internal_temperature_change|1222|1222|96|bus|cold
internal_temperature_change|1228|1228|97|bus|warm
internal_temperature_change|1240|1240|98|bus|cold
internal_temperature_change|1246|1246|99|bus|normal
internal_temperature_change|1252|1252|99|bus|very_cold
internal_temperature_change|1258|1258|100|bus|warm
internal_temperature_change|1270|1270|101|bus|warm
internal_temperature_change|1281|1281|102|bus|very_cold
internal_temperature_change|1284|1284|103|bus|normal
