sharp_turn|8|5|8|sharp|75|bus
sharp_turn|16|14|16|very_sharp|75|bus
sharp_turn|24|19|24|very_sharp|76|bus
sharp_turn|33|31|33|sharp|77|bus
sharp_turn|40|38|40|very_sharp|78|bus
sharp_turn|49|47|49|sharp|79|bus
sharp_turn|57|52|57|very_sharp|79|bus
sharp_turn|63|61|63|sharp|80|bus
sharp_turn|68|66|68|sharp|81|bus
sharp_turn|80|75|80|very_sharp|82|bus
sharp_turn|88|82|88|sharp|83|bus
sharp_turn|92|90|92|sharp|83|bus
sharp_turn|104|101|104|very_sharp|84|bus
sharp_turn|112|107|112|sharp|85|bus
sharp_turn|121|117|121|sharp|86|bus
sharp_turn|129|124|129|sharp|87|bus
sharp_turn|136|132|136|sharp|87|bus
sharp_turn|145|141|145|sharp|88|bus
sharp_turn|152|149|152|sharp|89|bus
sharp_turn|159|156|159|sharp|90|bus
sharp_turn|169|167|169|sharp|91|bus
sharp_turn|176|173|176|very_sharp|91|bus
sharp_turn|185|183|185|sharp|92|bus
sharp_turn|192|190|192|very_sharp|93|bus
sharp_turn|201|196|201|very_sharp|94|bus
sharp_turn|209|206|209|sharp|95|bus
sharp_turn|215|213|215|sharp|95|bus
sharp_turn|225|223|225|very_sharp|96|bus
sharp_turn|231|226|231|very_sharp|97|bus
sharp_turn|239|234|239|sharp|98|bus
sharp_turn|247|243|247|very_sharp|99|bus
sharp_turn|252|250|252|very_sharp|99|bus
sharp_turn|260|258|260|very_sharp|100|bus
sharp_turn|273|267|273|very_sharp|101|bus
sharp_turn|281|275|281|very_sharp|102|bus
sharp_turn|288|282|288|very_sharp|103|bus
sharp_turn|295|293|295|sharp|103|bus
sharp_turn|304|298|304|sharp|104|bus
sharp_turn|312|306|312|sharp|105|bus
sharp_turn|321|316|321|sharp|106|bus
sharp_turn|329|326|329|sharp|107|bus
sharp_turn|337|333|337|sharp|107|bus
sharp_turn|344|338|344|very_sharp|108|bus
sharp_turn|351|346|351|very_sharp|109|bus
sharp_turn|358|356|358|very_sharp|110|bus
sharp_turn|366|362|366|very_sharp|111|bus
sharp_turn|377|375|377|sharp|111|bus
sharp_turn|383|378|383|sharp|112|bus
sharp_turn|392|387|392|very_sharp|113|bus
sharp_turn|396|394|396|very_sharp|114|bus
sharp_turn|409|405|409|sharp|115|bus
sharp_turn|417|415|417|very_sharp|115|bus
sharp_turn|420|418|420|very_sharp|116|bus
sharp_turn|432|430|432|sharp|117|bus
sharp_turn|441|438|441|sharp|118|bus
sharp_turn|449|447|449|sharp|119|bus
sharp_turn|454|451|454|sharp|119|bus
sharp_turn|463|458|463|very_sharp|120|bus
sharp_turn|469|467|469|very_sharp|121|bus
sharp_turn|479|475|479|very_sharp|122|bus
sharp_turn|485|482|485|very_sharp|123|bus
sharp_turn|497|494|497|very_sharp|123|bus
sharp_turn|505|502|505|sharp|124|bus
sharp_turn|509|506|509|very_sharp|125|bus
sharp_turn|518|516|518|very_sharp|126|bus
sharp_turn|527|522|527|very_sharp|127|bus
sharp_turn|536|532|536|sharp|127|bus
sharp_turn|545|541|545|very_sharp|128|bus
