passenger_density_change|7|7|75|bus|high
passenger_density_change|16|16|75|bus|high
passenger_density_change|23|23|76|bus|high
passenger_density_change|26|26|77|bus|high
passenger_density_change|35|35|78|bus|low
passenger_density_change|42|42|79|bus|low
passenger_density_change|53|53|79|bus|low
passenger_density_change|61|61|80|bus|low
passenger_density_change|69|69|81|bus|low
passenger_density_change|75|75|82|bus|low
passenger_density_change|84|84|83|bus|low
passenger_density_change|94|94|83|bus|low
passenger_density_change|102|102|84|bus|high
passenger_density_change|106|106|85|bus|high
passenger_density_change|120|120|86|bus|high
passenger_density_change|122|122|87|bus|high
passenger_density_change|130|130|87|bus|high
passenger_density_change|144|144|88|bus|high
passenger_density_change|146|146|89|bus|high
passenger_density_change|156|156|90|bus|low
passenger_density_change|165|165|91|bus|low
passenger_density_change|171|171|91|bus|high
passenger_density_change|182|182|92|bus|high
passenger_density_change|189|189|93|bus|low
passenger_density_change|195|195|94|bus|low
passenger_density_change|205|205|95|bus|high
passenger_density_change|212|212|95|bus|low
passenger_density_change|222|222|96|bus|high
passenger_density_change|231|231|97|bus|low
passenger_density_change|234|234|98|bus|high
passenger_density_change|249|249|99|bus|high
passenger_density_change|256|256|99|bus|high
passenger_density_change|258|258|100|bus|low
passenger_density_change|266|266|101|bus|high
passenger_density_change|278|278|102|bus|high
passenger_density_change|289|289|103|bus|low
passenger_density_change|293|293|103|bus|low
passenger_density_change|300|300|104|bus|low
passenger_density_change|312|312|105|bus|low
passenger_density_change|316|316|106|bus|low
passenger_density_change|328|328|107|bus|high
passenger_density_change|334|334|107|bus|high
passenger_density_change|344|344|108|bus|low
passenger_density_change|347|347|109|bus|high
passenger_density_change|354|354|110|bus|high
passenger_density_change|363|363|111|bus|high
passenger_density_change|370|370|111|bus|low
passenger_density_change|380|380|112|bus|low
passenger_density_change|389|389|113|bus|low
passenger_density_change|397|397|114|bus|low
passenger_density_change|404|404|115|bus|low
passenger_density_change|414|414|115|bus|high
passenger_density_change|424|424|116|bus|high
passenger_density_change|426|426|117|bus|high
