noise_level_change|4|4|75|bus|high
noise_level_change|10|10|75|bus|high
noise_level_change|21|21|76|bus|low
noise_level_change|32|32|77|bus|low
noise_level_change|34|34|78|bus|low
noise_level_change|49|49|79|bus|low
noise_level_change|57|57|79|bus|high
noise_level_change|61|61|80|bus|low
noise_level_change|69|69|81|bus|low
noise_level_change|74|74|82|bus|high
noise_level_change|88|88|83|bus|low
noise_level_change|95|95|83|bus|high
noise_level_change|104|104|84|bus|high
noise_level_change|112|112|85|bus|high
noise_level_change|115|115|86|bus|low
noise_level_change|124|124|87|bus|low
noise_level_change|137|137|87|bus|low
noise_level_change|142|142|88|bus|high
noise_level_change|149|149|89|bus|low
noise_level_change|157|157|90|bus|high
noise_level_change|163|163|91|bus|high
noise_level_change|175|175|91|bus|low
noise_level_change|185|185|92|bus|high
noise_level_change|188|188|93|bus|high
noise_level_change|195|195|94|bus|low
noise_level_change|203|203|95|bus|low
noise_level_change|214|214|95|bus|low
noise_level_change|223|223|96|bus|high
noise_level_change|231|231|97|bus|high
noise_level_change|241|241|98|bus|high
noise_level_change|244|244|99|bus|low
noise_level_change|253|253|99|bus|high
noise_level_change|260|260|100|bus|high
noise_level_change|272|272|101|bus|low
noise_level_change|279|279|102|bus|high
noise_level_change|284|284|103|bus|high
noise_level_change|291|291|103|bus|high
noise_level_change|302|302|104|bus|low
noise_level_change|308|308|105|bus|low
noise_level_change|315|315|106|bus|low
noise_level_change|329|329|107|bus|high
noise_level_change|336|336|107|bus|low
noise_level_change|340|340|108|bus|high
noise_level_change|347|347|109|bus|high
noise_level_change|356|356|110|bus|high
noise_level_change|364|364|111|bus|low
noise_level_change|372|372|111|bus|low
noise_level_change|384|384|112|bus|low
noise_level_change|386|386|113|bus|high
noise_level_change|401|401|114|bus|high
noise_level_change|402|402|115|bus|high
noise_level_change|411|411|115|bus|high
noise_level_change|423|423|116|bus|low
noise_level_change|433|433|117|bus|low
noise_level_change|440|440|118|bus|high
noise_level_change|444|444|119|bus|low
noise_level_change|452|452|119|bus|high
noise_level_change|458|458|120|bus|high
noise_level_change|468|468|121|bus|low
noise_level_change|479|479|122|bus|high
noise_level_change|486|486|123|bus|high
noise_level_change|496|496|123|bus|high
noise_level_change|505|505|124|bus|high
noise_level_change|509|509|125|bus|low
noise_level_change|518|518|126|bus|high
noise_level_change|529|529|127|bus|high
noise_level_change|530|530|127|bus|high
noise_level_change|538|538|128|bus|high
noise_level_change|551|551|129|bus|low
noise_level_change|558|558|130|bus|low
noise_level_change|566|566|131|bus|high
noise_level_change|573|573|131|bus|high
noise_level_change|585|585|132|bus|high
